Name,description,boardgamecategory,boardgamemechanic,average_score,number_of_reviews,class
Intelligent Design vs. Evolution,Author and evangelist Ray Comfort and actor Kirk Cameron created this game that promotes the case for intelligent design.&#10;&#10;,"['Animals', 'Environmental', 'Prehistoric', 'Religious', 'Trivia']",['Roll / Spin and Move'],1.81,59,2
War,"Arguably one of the most popular board games in Brazil, War is a modified version of Risk, using concepts that were later introduced to the original game, like objective cards. The players maneuver armies on a world map, trying to conquer continents, and trying to fulfill their objectives.&#10;&#10;This is the flagship game of Grow Jogos e Brinquedos and it's widely accepted as the first (and, probably, only) mainstream war game in Brazil. Players are given tons of little army units to place onto the map of the world.  When it's your turn, you use your units to attack other players' positions, hopefully with superior numbers.  Combat is a simple dice rolling affair that stresses attrition, and reinforcements are given to players who collect sets of cards.&#10;&#10;Re-implements:&#10;&#10;    Risk (1959)&#10;&#10;&#10;Re-implemented by:&#10;&#10;    War II (1981)&#10;    War J&#195;&#186;nior (2000)&#10;    Angus: Batalhas Medievais (2004)&#10;    War: Imp&#195;&#169;rio Romano (2007)&#10;    War Cards (2010)&#10;    War: Batalhas Mitol&#195;&#179;gicas (2012)&#10;    War Vikings (2017)&#10;&#10;&#10;description last edited on 2018/10/06&#10;&#10;","['Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Dice Rolling', 'Set Collection']",2.3,1419,2
Time Control,"Boxed board game for 2-4 players, recommended Ages 12 and up. Each player controls 12 Time Agents and a Timeline (board). Agents are sent into the &quot;past&quot; from &quot;today&quot; to combat enemy agents and to alter history. Altering history creates time waves that travel to &quot;today&quot; and create problems. Players who accumulate too many of the wrong sorts of problems lose. Players may get rid of problems by discarding agents or time control points, or may attempt to create &quot;solve problem&quot; waves. All players play simultaneously; players may interrupt one another if desired, canceling an announced action. Players may &quot;take time control&quot; and become un-interruptible. Taking time control may be contested by another player; if so, a duel ensues, a blind bid using time control points, which are discarded after the duel. Agent vs. agent conflict is resolved the same way; the results of an agent vs. agent conflict are resolved with blind draws from the Fate deck.&#10;&#10;","['Real-time', 'Science Fiction']","['Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection']",2.14,53,2
Time Control,"Boxed board game for 2-4 players, recommended Ages 12 and up. Each player controls 12 Time Agents and a Timeline (board). Agents are sent into the &quot;past&quot; from &quot;today&quot; to combat enemy agents and to alter history. Altering history creates time waves that travel to &quot;today&quot; and create problems. Players who accumulate too many of the wrong sorts of problems lose. Players may get rid of problems by discarding agents or time control points, or may attempt to create &quot;solve problem&quot; waves. All players play simultaneously; players may interrupt one another if desired, canceling an announced action. Players may &quot;take time control&quot; and become un-interruptible. Taking time control may be contested by another player; if so, a duel ensues, a blind bid using time control points, which are discarded after the duel. Agent vs. agent conflict is resolved the same way; the results of an agent vs. agent conflict are resolved with blind draws from the Fate deck.&#10;&#10;","['Real-time', 'Science Fiction']","['Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection']",2.14,53,2
Law & Order Game,"[From box]&#10;&#10;Law &amp; Order, one of the most popular and critically acclaimed series in television history, is now a game you can play at home!&#10;&#10;Players become detectives, and compete to solve realistic cases as they travel around the board. Interview witnesses, interrogate suspects, gather evidence and collect clues as you try to unravel the case. First player to correctly identify the suspect wins!&#10;&#10;","['Card Game', 'Deduction']","['Dice Rolling', 'Roll / Spin and Move']",2.41,59,2
Evil Dead 2: The Official Board Game,"The Officially Licensed Evil Dead 2 Board Game pits 2 to 6 players against an arcane evil-spewing portal - and each other. Players cooperate to gather pages of the Necronomicon Ex-Mortis to seal the portal before everyone gets a bad case of being dead. Since not even the battle of good and evil is a simple thing, players may also end up possessed! If a player turns Deadite, it's their goal to corrupt or kill the surviving humans. Meanwhile, those humans can attempt to save their cursed companions at a cost or take them out and hope they stay dead.&#10;&#10;Each player's turn is comprised of three steps, always in the following order: Event, Move, Action. Once each player takes a turn that's called a round. At the end of each round, all Enemies take their turn:&#10;&#10;EVENT&#10;Each player draws an event card which they must immediately play.&#10;&#10;MOVE All characters can move up to two spaces in any direction or may choose to stay put. Items and Ex-Mortis Pages on the board may be picked up by moving over them, but characters cannot stop to take an Action and then continue moving. A Character will pick up whatever is on their space before having to take any Action on that space, such as Attacking an Enemy.&#10;&#10;ACTION&#10;After moving, the player may make Actions as defined by an Item Card. There is no limit to the number of Actions a Player takes on their turn, given they're all viable Actions. However, any one specific Action may only be attempted once per turn unless otherwise noted.&#10;&#10;WINNING&#10;There are 9 unique Ex-Mortis Pages that form one big picture. However, duplicates of these pages have been scattered throughout the cabin and ground, some with greater frequency that others. The players must gather up one of each in order to close the portal.&#10;&#10;","['Horror', 'Movies / TV / Radio theme']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management']",2.25,59,2
War,"Arguably one of the most popular board games in Brazil, War is a modified version of Risk, using concepts that were later introduced to the original game, like objective cards. The players maneuver armies on a world map, trying to conquer continents, and trying to fulfill their objectives.&#10;&#10;This is the flagship game of Grow Jogos e Brinquedos and it's widely accepted as the first (and, probably, only) mainstream war game in Brazil. Players are given tons of little army units to place onto the map of the world.  When it's your turn, you use your units to attack other players' positions, hopefully with superior numbers.  Combat is a simple dice rolling affair that stresses attrition, and reinforcements are given to players who collect sets of cards.&#10;&#10;Re-implements:&#10;&#10;    Risk (1959)&#10;&#10;&#10;Re-implemented by:&#10;&#10;    War II (1981)&#10;    War J&#195;&#186;nior (2000)&#10;    Angus: Batalhas Medievais (2004)&#10;    War: Imp&#195;&#169;rio Romano (2007)&#10;    War Cards (2010)&#10;    War: Batalhas Mitol&#195;&#179;gicas (2012)&#10;    War Vikings (2017)&#10;&#10;&#10;description last edited on 2018/10/06&#10;&#10;","['Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Dice Rolling', 'Set Collection']",2.3,1419,2
Evil Dead 2: The Official Board Game,"The Officially Licensed Evil Dead 2 Board Game pits 2 to 6 players against an arcane evil-spewing portal - and each other. Players cooperate to gather pages of the Necronomicon Ex-Mortis to seal the portal before everyone gets a bad case of being dead. Since not even the battle of good and evil is a simple thing, players may also end up possessed! If a player turns Deadite, it's their goal to corrupt or kill the surviving humans. Meanwhile, those humans can attempt to save their cursed companions at a cost or take them out and hope they stay dead.&#10;&#10;Each player's turn is comprised of three steps, always in the following order: Event, Move, Action. Once each player takes a turn that's called a round. At the end of each round, all Enemies take their turn:&#10;&#10;EVENT&#10;Each player draws an event card which they must immediately play.&#10;&#10;MOVE All characters can move up to two spaces in any direction or may choose to stay put. Items and Ex-Mortis Pages on the board may be picked up by moving over them, but characters cannot stop to take an Action and then continue moving. A Character will pick up whatever is on their space before having to take any Action on that space, such as Attacking an Enemy.&#10;&#10;ACTION&#10;After moving, the player may make Actions as defined by an Item Card. There is no limit to the number of Actions a Player takes on their turn, given they're all viable Actions. However, any one specific Action may only be attempted once per turn unless otherwise noted.&#10;&#10;WINNING&#10;There are 9 unique Ex-Mortis Pages that form one big picture. However, duplicates of these pages have been scattered throughout the cabin and ground, some with greater frequency that others. The players must gather up one of each in order to close the portal.&#10;&#10;","['Horror', 'Movies / TV / Radio theme']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management']",2.25,59,2
War,"Arguably one of the most popular board games in Brazil, War is a modified version of Risk, using concepts that were later introduced to the original game, like objective cards. The players maneuver armies on a world map, trying to conquer continents, and trying to fulfill their objectives.&#10;&#10;This is the flagship game of Grow Jogos e Brinquedos and it's widely accepted as the first (and, probably, only) mainstream war game in Brazil. Players are given tons of little army units to place onto the map of the world.  When it's your turn, you use your units to attack other players' positions, hopefully with superior numbers.  Combat is a simple dice rolling affair that stresses attrition, and reinforcements are given to players who collect sets of cards.&#10;&#10;Re-implements:&#10;&#10;    Risk (1959)&#10;&#10;&#10;Re-implemented by:&#10;&#10;    War II (1981)&#10;    War J&#195;&#186;nior (2000)&#10;    Angus: Batalhas Medievais (2004)&#10;    War: Imp&#195;&#169;rio Romano (2007)&#10;    War Cards (2010)&#10;    War: Batalhas Mitol&#195;&#179;gicas (2012)&#10;    War Vikings (2017)&#10;&#10;&#10;description last edited on 2018/10/06&#10;&#10;","['Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Dice Rolling', 'Set Collection']",2.3,1419,2
Law & Order Game,"[From box]&#10;&#10;Law &amp; Order, one of the most popular and critically acclaimed series in television history, is now a game you can play at home!&#10;&#10;Players become detectives, and compete to solve realistic cases as they travel around the board. Interview witnesses, interrogate suspects, gather evidence and collect clues as you try to unravel the case. First player to correctly identify the suspect wins!&#10;&#10;","['Card Game', 'Deduction']","['Dice Rolling', 'Roll / Spin and Move']",2.41,59,2
Law & Order Game,"[From box]&#10;&#10;Law &amp; Order, one of the most popular and critically acclaimed series in television history, is now a game you can play at home!&#10;&#10;Players become detectives, and compete to solve realistic cases as they travel around the board. Interview witnesses, interrogate suspects, gather evidence and collect clues as you try to unravel the case. First player to correctly identify the suspect wins!&#10;&#10;","['Card Game', 'Deduction']","['Dice Rolling', 'Roll / Spin and Move']",2.41,59,2
Time Control,"Boxed board game for 2-4 players, recommended Ages 12 and up. Each player controls 12 Time Agents and a Timeline (board). Agents are sent into the &quot;past&quot; from &quot;today&quot; to combat enemy agents and to alter history. Altering history creates time waves that travel to &quot;today&quot; and create problems. Players who accumulate too many of the wrong sorts of problems lose. Players may get rid of problems by discarding agents or time control points, or may attempt to create &quot;solve problem&quot; waves. All players play simultaneously; players may interrupt one another if desired, canceling an announced action. Players may &quot;take time control&quot; and become un-interruptible. Taking time control may be contested by another player; if so, a duel ensues, a blind bid using time control points, which are discarded after the duel. Agent vs. agent conflict is resolved the same way; the results of an agent vs. agent conflict are resolved with blind draws from the Fate deck.&#10;&#10;","['Real-time', 'Science Fiction']","['Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection']",2.14,53,2
Evil Dead 2: The Official Board Game,"The Officially Licensed Evil Dead 2 Board Game pits 2 to 6 players against an arcane evil-spewing portal - and each other. Players cooperate to gather pages of the Necronomicon Ex-Mortis to seal the portal before everyone gets a bad case of being dead. Since not even the battle of good and evil is a simple thing, players may also end up possessed! If a player turns Deadite, it's their goal to corrupt or kill the surviving humans. Meanwhile, those humans can attempt to save their cursed companions at a cost or take them out and hope they stay dead.&#10;&#10;Each player's turn is comprised of three steps, always in the following order: Event, Move, Action. Once each player takes a turn that's called a round. At the end of each round, all Enemies take their turn:&#10;&#10;EVENT&#10;Each player draws an event card which they must immediately play.&#10;&#10;MOVE All characters can move up to two spaces in any direction or may choose to stay put. Items and Ex-Mortis Pages on the board may be picked up by moving over them, but characters cannot stop to take an Action and then continue moving. A Character will pick up whatever is on their space before having to take any Action on that space, such as Attacking an Enemy.&#10;&#10;ACTION&#10;After moving, the player may make Actions as defined by an Item Card. There is no limit to the number of Actions a Player takes on their turn, given they're all viable Actions. However, any one specific Action may only be attempted once per turn unless otherwise noted.&#10;&#10;WINNING&#10;There are 9 unique Ex-Mortis Pages that form one big picture. However, duplicates of these pages have been scattered throughout the cabin and ground, some with greater frequency that others. The players must gather up one of each in order to close the portal.&#10;&#10;","['Horror', 'Movies / TV / Radio theme']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management']",2.25,59,2
Ms. Monopoly,"Ms. Monopoly is a Monopoly-version in which female players make more than men. They start the game with $1,900, while men get $1,500. When passing Go, female players collect $240 whilst men receive $200.&#10;Men, on the other hand, are rewarded for supporting women. Community chest cards describe activities that support women, like publishing an article on successful women entrepreneurs or watching the newest superhero movie with a female lead. Such cards will award more money to male players than to female players.&#10;&#10;The properties on the board have been replaced by inventions made by women.&#10;&#10;The mascotte for the game is Ms. Monopoly, who is a niece of Rich Uncle Pennybags and an advocate whose mission is to invest in female entrepreneurs.&#10;&#10;&mdash;user summary&#10;&#10;&#10;     MEET MS. MONOPOLY: This breakout Monopoly board game introduces a new character to the Monopoly family, and is a celebration of women entrepreneurs and inventors.&#10;     BUY INVENTIONS BY WOMEN: Instead of buying properties, players buy some of the things that wouldn't exist without the innovative women who invented them.&#10;     GET MORE MONEY: In the Ms. Monopoly game women get a higher payout at the start of the game and more money when passing Go&#10;     DREAM BIG: Players can build business headquarters to collect even more rent. Zoom ahead with ride shares, and purchase utilities -- such as solar heating -- invented by women&#10;     THEMED TOKENS: Move around the game board using one of the tokens that represents Ms. Monopoly: A notebook and pen, a jet, a glass, a watch, a barbell, or Ms. Monopoly's white hat&#10;&#10;&#10;This breakout Monopoly game introduces Mr. Monopoly's niece, a self-made investment guru, here to update a few things! The game celebrates women inventors as players move around the board collecting iconic things that wouldn't exist without women. WIFI, chocolate chip cookies, bullet proof vests and the list goes on! This is the first game where women make more than men, but who you are is up to you. Includes unique tokens that represent Ms. Monopoly's adventurous spirit.&#10;&#10;&mdash;description from the publisher&#10;&#10;",['Economic'],"['Income', 'Ownership']",2.46,53,2
Time Control,"Boxed board game for 2-4 players, recommended Ages 12 and up. Each player controls 12 Time Agents and a Timeline (board). Agents are sent into the &quot;past&quot; from &quot;today&quot; to combat enemy agents and to alter history. Altering history creates time waves that travel to &quot;today&quot; and create problems. Players who accumulate too many of the wrong sorts of problems lose. Players may get rid of problems by discarding agents or time control points, or may attempt to create &quot;solve problem&quot; waves. All players play simultaneously; players may interrupt one another if desired, canceling an announced action. Players may &quot;take time control&quot; and become un-interruptible. Taking time control may be contested by another player; if so, a duel ensues, a blind bid using time control points, which are discarded after the duel. Agent vs. agent conflict is resolved the same way; the results of an agent vs. agent conflict are resolved with blind draws from the Fate deck.&#10;&#10;","['Real-time', 'Science Fiction']","['Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection']",2.14,53,2
Evil Dead 2: The Official Board Game,"The Officially Licensed Evil Dead 2 Board Game pits 2 to 6 players against an arcane evil-spewing portal - and each other. Players cooperate to gather pages of the Necronomicon Ex-Mortis to seal the portal before everyone gets a bad case of being dead. Since not even the battle of good and evil is a simple thing, players may also end up possessed! If a player turns Deadite, it's their goal to corrupt or kill the surviving humans. Meanwhile, those humans can attempt to save their cursed companions at a cost or take them out and hope they stay dead.&#10;&#10;Each player's turn is comprised of three steps, always in the following order: Event, Move, Action. Once each player takes a turn that's called a round. At the end of each round, all Enemies take their turn:&#10;&#10;EVENT&#10;Each player draws an event card which they must immediately play.&#10;&#10;MOVE All characters can move up to two spaces in any direction or may choose to stay put. Items and Ex-Mortis Pages on the board may be picked up by moving over them, but characters cannot stop to take an Action and then continue moving. A Character will pick up whatever is on their space before having to take any Action on that space, such as Attacking an Enemy.&#10;&#10;ACTION&#10;After moving, the player may make Actions as defined by an Item Card. There is no limit to the number of Actions a Player takes on their turn, given they're all viable Actions. However, any one specific Action may only be attempted once per turn unless otherwise noted.&#10;&#10;WINNING&#10;There are 9 unique Ex-Mortis Pages that form one big picture. However, duplicates of these pages have been scattered throughout the cabin and ground, some with greater frequency that others. The players must gather up one of each in order to close the portal.&#10;&#10;","['Horror', 'Movies / TV / Radio theme']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management']",2.25,59,2
Time Control,"Boxed board game for 2-4 players, recommended Ages 12 and up. Each player controls 12 Time Agents and a Timeline (board). Agents are sent into the &quot;past&quot; from &quot;today&quot; to combat enemy agents and to alter history. Altering history creates time waves that travel to &quot;today&quot; and create problems. Players who accumulate too many of the wrong sorts of problems lose. Players may get rid of problems by discarding agents or time control points, or may attempt to create &quot;solve problem&quot; waves. All players play simultaneously; players may interrupt one another if desired, canceling an announced action. Players may &quot;take time control&quot; and become un-interruptible. Taking time control may be contested by another player; if so, a duel ensues, a blind bid using time control points, which are discarded after the duel. Agent vs. agent conflict is resolved the same way; the results of an agent vs. agent conflict are resolved with blind draws from the Fate deck.&#10;&#10;","['Real-time', 'Science Fiction']","['Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection']",2.14,53,2
Ms. Monopoly,"Ms. Monopoly is a Monopoly-version in which female players make more than men. They start the game with $1,900, while men get $1,500. When passing Go, female players collect $240 whilst men receive $200.&#10;Men, on the other hand, are rewarded for supporting women. Community chest cards describe activities that support women, like publishing an article on successful women entrepreneurs or watching the newest superhero movie with a female lead. Such cards will award more money to male players than to female players.&#10;&#10;The properties on the board have been replaced by inventions made by women.&#10;&#10;The mascotte for the game is Ms. Monopoly, who is a niece of Rich Uncle Pennybags and an advocate whose mission is to invest in female entrepreneurs.&#10;&#10;&mdash;user summary&#10;&#10;&#10;     MEET MS. MONOPOLY: This breakout Monopoly board game introduces a new character to the Monopoly family, and is a celebration of women entrepreneurs and inventors.&#10;     BUY INVENTIONS BY WOMEN: Instead of buying properties, players buy some of the things that wouldn't exist without the innovative women who invented them.&#10;     GET MORE MONEY: In the Ms. Monopoly game women get a higher payout at the start of the game and more money when passing Go&#10;     DREAM BIG: Players can build business headquarters to collect even more rent. Zoom ahead with ride shares, and purchase utilities -- such as solar heating -- invented by women&#10;     THEMED TOKENS: Move around the game board using one of the tokens that represents Ms. Monopoly: A notebook and pen, a jet, a glass, a watch, a barbell, or Ms. Monopoly's white hat&#10;&#10;&#10;This breakout Monopoly game introduces Mr. Monopoly's niece, a self-made investment guru, here to update a few things! The game celebrates women inventors as players move around the board collecting iconic things that wouldn't exist without women. WIFI, chocolate chip cookies, bullet proof vests and the list goes on! This is the first game where women make more than men, but who you are is up to you. Includes unique tokens that represent Ms. Monopoly's adventurous spirit.&#10;&#10;&mdash;description from the publisher&#10;&#10;",['Economic'],"['Income', 'Ownership']",2.46,53,2
Intelligent Design vs. Evolution,Author and evangelist Ray Comfort and actor Kirk Cameron created this game that promotes the case for intelligent design.&#10;&#10;,"['Animals', 'Environmental', 'Prehistoric', 'Religious', 'Trivia']",['Roll / Spin and Move'],1.81,59,2
Intelligent Design vs. Evolution,Author and evangelist Ray Comfort and actor Kirk Cameron created this game that promotes the case for intelligent design.&#10;&#10;,"['Animals', 'Environmental', 'Prehistoric', 'Religious', 'Trivia']",['Roll / Spin and Move'],1.81,59,2
Intelligent Design vs. Evolution,Author and evangelist Ray Comfort and actor Kirk Cameron created this game that promotes the case for intelligent design.&#10;&#10;,"['Animals', 'Environmental', 'Prehistoric', 'Religious', 'Trivia']",['Roll / Spin and Move'],1.81,59,2
Intelligent Design vs. Evolution,Author and evangelist Ray Comfort and actor Kirk Cameron created this game that promotes the case for intelligent design.&#10;&#10;,"['Animals', 'Environmental', 'Prehistoric', 'Religious', 'Trivia']",['Roll / Spin and Move'],1.81,59,2
War,"Arguably one of the most popular board games in Brazil, War is a modified version of Risk, using concepts that were later introduced to the original game, like objective cards. The players maneuver armies on a world map, trying to conquer continents, and trying to fulfill their objectives.&#10;&#10;This is the flagship game of Grow Jogos e Brinquedos and it's widely accepted as the first (and, probably, only) mainstream war game in Brazil. Players are given tons of little army units to place onto the map of the world.  When it's your turn, you use your units to attack other players' positions, hopefully with superior numbers.  Combat is a simple dice rolling affair that stresses attrition, and reinforcements are given to players who collect sets of cards.&#10;&#10;Re-implements:&#10;&#10;    Risk (1959)&#10;&#10;&#10;Re-implemented by:&#10;&#10;    War II (1981)&#10;    War J&#195;&#186;nior (2000)&#10;    Angus: Batalhas Medievais (2004)&#10;    War: Imp&#195;&#169;rio Romano (2007)&#10;    War Cards (2010)&#10;    War: Batalhas Mitol&#195;&#179;gicas (2012)&#10;    War Vikings (2017)&#10;&#10;&#10;description last edited on 2018/10/06&#10;&#10;","['Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Dice Rolling', 'Set Collection']",2.3,1419,2
Intelligent Design vs. Evolution,Author and evangelist Ray Comfort and actor Kirk Cameron created this game that promotes the case for intelligent design.&#10;&#10;,"['Animals', 'Environmental', 'Prehistoric', 'Religious', 'Trivia']",['Roll / Spin and Move'],1.81,59,2
Ms. Monopoly,"Ms. Monopoly is a Monopoly-version in which female players make more than men. They start the game with $1,900, while men get $1,500. When passing Go, female players collect $240 whilst men receive $200.&#10;Men, on the other hand, are rewarded for supporting women. Community chest cards describe activities that support women, like publishing an article on successful women entrepreneurs or watching the newest superhero movie with a female lead. Such cards will award more money to male players than to female players.&#10;&#10;The properties on the board have been replaced by inventions made by women.&#10;&#10;The mascotte for the game is Ms. Monopoly, who is a niece of Rich Uncle Pennybags and an advocate whose mission is to invest in female entrepreneurs.&#10;&#10;&mdash;user summary&#10;&#10;&#10;     MEET MS. MONOPOLY: This breakout Monopoly board game introduces a new character to the Monopoly family, and is a celebration of women entrepreneurs and inventors.&#10;     BUY INVENTIONS BY WOMEN: Instead of buying properties, players buy some of the things that wouldn't exist without the innovative women who invented them.&#10;     GET MORE MONEY: In the Ms. Monopoly game women get a higher payout at the start of the game and more money when passing Go&#10;     DREAM BIG: Players can build business headquarters to collect even more rent. Zoom ahead with ride shares, and purchase utilities -- such as solar heating -- invented by women&#10;     THEMED TOKENS: Move around the game board using one of the tokens that represents Ms. Monopoly: A notebook and pen, a jet, a glass, a watch, a barbell, or Ms. Monopoly's white hat&#10;&#10;&#10;This breakout Monopoly game introduces Mr. Monopoly's niece, a self-made investment guru, here to update a few things! The game celebrates women inventors as players move around the board collecting iconic things that wouldn't exist without women. WIFI, chocolate chip cookies, bullet proof vests and the list goes on! This is the first game where women make more than men, but who you are is up to you. Includes unique tokens that represent Ms. Monopoly's adventurous spirit.&#10;&#10;&mdash;description from the publisher&#10;&#10;",['Economic'],"['Income', 'Ownership']",2.46,53,2
Law & Order Game,"[From box]&#10;&#10;Law &amp; Order, one of the most popular and critically acclaimed series in television history, is now a game you can play at home!&#10;&#10;Players become detectives, and compete to solve realistic cases as they travel around the board. Interview witnesses, interrogate suspects, gather evidence and collect clues as you try to unravel the case. First player to correctly identify the suspect wins!&#10;&#10;","['Card Game', 'Deduction']","['Dice Rolling', 'Roll / Spin and Move']",2.41,59,2
Law & Order Game,"[From box]&#10;&#10;Law &amp; Order, one of the most popular and critically acclaimed series in television history, is now a game you can play at home!&#10;&#10;Players become detectives, and compete to solve realistic cases as they travel around the board. Interview witnesses, interrogate suspects, gather evidence and collect clues as you try to unravel the case. First player to correctly identify the suspect wins!&#10;&#10;","['Card Game', 'Deduction']","['Dice Rolling', 'Roll / Spin and Move']",2.41,59,2
War,"Arguably one of the most popular board games in Brazil, War is a modified version of Risk, using concepts that were later introduced to the original game, like objective cards. The players maneuver armies on a world map, trying to conquer continents, and trying to fulfill their objectives.&#10;&#10;This is the flagship game of Grow Jogos e Brinquedos and it's widely accepted as the first (and, probably, only) mainstream war game in Brazil. Players are given tons of little army units to place onto the map of the world.  When it's your turn, you use your units to attack other players' positions, hopefully with superior numbers.  Combat is a simple dice rolling affair that stresses attrition, and reinforcements are given to players who collect sets of cards.&#10;&#10;Re-implements:&#10;&#10;    Risk (1959)&#10;&#10;&#10;Re-implemented by:&#10;&#10;    War II (1981)&#10;    War J&#195;&#186;nior (2000)&#10;    Angus: Batalhas Medievais (2004)&#10;    War: Imp&#195;&#169;rio Romano (2007)&#10;    War Cards (2010)&#10;    War: Batalhas Mitol&#195;&#179;gicas (2012)&#10;    War Vikings (2017)&#10;&#10;&#10;description last edited on 2018/10/06&#10;&#10;","['Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Dice Rolling', 'Set Collection']",2.3,1419,2
Intelligent Design vs. Evolution,Author and evangelist Ray Comfort and actor Kirk Cameron created this game that promotes the case for intelligent design.&#10;&#10;,"['Animals', 'Environmental', 'Prehistoric', 'Religious', 'Trivia']",['Roll / Spin and Move'],1.81,59,2
Intelligent Design vs. Evolution,Author and evangelist Ray Comfort and actor Kirk Cameron created this game that promotes the case for intelligent design.&#10;&#10;,"['Animals', 'Environmental', 'Prehistoric', 'Religious', 'Trivia']",['Roll / Spin and Move'],1.81,59,2
Intelligent Design vs. Evolution,Author and evangelist Ray Comfort and actor Kirk Cameron created this game that promotes the case for intelligent design.&#10;&#10;,"['Animals', 'Environmental', 'Prehistoric', 'Religious', 'Trivia']",['Roll / Spin and Move'],1.81,59,2
Time Control,"Boxed board game for 2-4 players, recommended Ages 12 and up. Each player controls 12 Time Agents and a Timeline (board). Agents are sent into the &quot;past&quot; from &quot;today&quot; to combat enemy agents and to alter history. Altering history creates time waves that travel to &quot;today&quot; and create problems. Players who accumulate too many of the wrong sorts of problems lose. Players may get rid of problems by discarding agents or time control points, or may attempt to create &quot;solve problem&quot; waves. All players play simultaneously; players may interrupt one another if desired, canceling an announced action. Players may &quot;take time control&quot; and become un-interruptible. Taking time control may be contested by another player; if so, a duel ensues, a blind bid using time control points, which are discarded after the duel. Agent vs. agent conflict is resolved the same way; the results of an agent vs. agent conflict are resolved with blind draws from the Fate deck.&#10;&#10;","['Real-time', 'Science Fiction']","['Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection']",2.14,53,2
Evil Dead 2: The Official Board Game,"The Officially Licensed Evil Dead 2 Board Game pits 2 to 6 players against an arcane evil-spewing portal - and each other. Players cooperate to gather pages of the Necronomicon Ex-Mortis to seal the portal before everyone gets a bad case of being dead. Since not even the battle of good and evil is a simple thing, players may also end up possessed! If a player turns Deadite, it's their goal to corrupt or kill the surviving humans. Meanwhile, those humans can attempt to save their cursed companions at a cost or take them out and hope they stay dead.&#10;&#10;Each player's turn is comprised of three steps, always in the following order: Event, Move, Action. Once each player takes a turn that's called a round. At the end of each round, all Enemies take their turn:&#10;&#10;EVENT&#10;Each player draws an event card which they must immediately play.&#10;&#10;MOVE All characters can move up to two spaces in any direction or may choose to stay put. Items and Ex-Mortis Pages on the board may be picked up by moving over them, but characters cannot stop to take an Action and then continue moving. A Character will pick up whatever is on their space before having to take any Action on that space, such as Attacking an Enemy.&#10;&#10;ACTION&#10;After moving, the player may make Actions as defined by an Item Card. There is no limit to the number of Actions a Player takes on their turn, given they're all viable Actions. However, any one specific Action may only be attempted once per turn unless otherwise noted.&#10;&#10;WINNING&#10;There are 9 unique Ex-Mortis Pages that form one big picture. However, duplicates of these pages have been scattered throughout the cabin and ground, some with greater frequency that others. The players must gather up one of each in order to close the portal.&#10;&#10;","['Horror', 'Movies / TV / Radio theme']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management']",2.25,59,2
Time Control,"Boxed board game for 2-4 players, recommended Ages 12 and up. Each player controls 12 Time Agents and a Timeline (board). Agents are sent into the &quot;past&quot; from &quot;today&quot; to combat enemy agents and to alter history. Altering history creates time waves that travel to &quot;today&quot; and create problems. Players who accumulate too many of the wrong sorts of problems lose. Players may get rid of problems by discarding agents or time control points, or may attempt to create &quot;solve problem&quot; waves. All players play simultaneously; players may interrupt one another if desired, canceling an announced action. Players may &quot;take time control&quot; and become un-interruptible. Taking time control may be contested by another player; if so, a duel ensues, a blind bid using time control points, which are discarded after the duel. Agent vs. agent conflict is resolved the same way; the results of an agent vs. agent conflict are resolved with blind draws from the Fate deck.&#10;&#10;","['Real-time', 'Science Fiction']","['Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection']",2.14,53,2
