Name,description,boardgamecategory,boardgamemechanic,average_score,number_of_reviews,class
Arkwright,"In Arkwright players run up to four factories in England during the late 18th Century. Your goal is to have the most valuable block of own shares. Thus, you must increase your share value and buy shares from the bank.&#10;&#10;To run the factories, you need workers. When hiring Workers, demand is automatically created. But of course you want to replace your expensive workers (wage 2-5) by machines (1). To have more output from your factories you may employ new Workers or improve your factory to the next technical level.&#10;&#10;You fix the price for your goods during an action round. To enhance your chances of selling goods, you improve your factories to higher levels, increase the quality and make some sales promotion. The higher these factors, the better are your chances of success - the higher the price, the lower.&#10;&#10;Each player has an own set of &quot;action tokens&quot; like &quot;build and modernize factories&quot;, &quot;employ new workers&quot;, &quot;improve quality&quot; etc. On your turn you place one of those tokens on one of the free spaces in your line of the &quot;Administration board&quot; and pay the according administration costs, ranging from 2 to 10 (even numbers). Some actions depend on how much you paid, i.e. you may buy more machines with one single action, when you pay more (= use a higher space, which is then blocked for the rest of the round). During the game your actions become more and more effective by new tokens, i.e. allow you to buy 3 machines in a single turn instead of 2, increase quality 2 levels instead of only 1...).&#10;&#10;After each round of actions one kind of factories is active and you have to pay for all your workers and machines there, then sell the manufactured products. The value of your shares increases for sold products and best quality.&#10;&#10;Goods may also be traded to the colonies by ship - provided you have a contract with the monopoly of the East Indian Company.&#10;&#10;After four turns each of the factories has produced and the round ends. Players remove the action tokens from the administration board and reveal an event token. After 5 rounds the player with the most valuable block of shares wins. Neither being to be the one with the most shares nor being the one with the highest share value guarantees victory.&#10;&#10;Arkwright allows you to act in different ways. Run all four factories with most possible output, set the focus on only two factories and improve them more than the others can; use shipping to colony or focus on the home market. In any way you have to react to the opponents and their strategy. Enter markets with deficit in supply or give up business where the other players start to push you out. Buy shares when they are cheap and increase the value, or first make money and buy shares later.&#10;&#10;To get familiar with the market mechanics you may start with a 120 minutes version &quot;Spinning Jenny&quot;, but for those who like full strategy in economic themed games, the 240 minute &quot;Waterframe&quot;-Rules come with more options to improve your factory and use ships.&#10;&#10;","['Economic', 'Industry / Manufacturing']","['Commodity Speculation', 'Investment', 'Simulation', 'Stock Holding', 'Variable Phase Order', 'Worker Placement']",7.84,2150,8
Avec Infini Regret II,"French Wars of Religion - Volume 2&#10;Ivry 1590, Marc&rsquo;hallac&rsquo;h 1591, Craon 1592&#10;&#10;- Ivry 1590 &#10;March 1590, Paris has been under siege for a year by Henry IV and is on the brink of famine. To increase the pressure on Paris and Normandy, Henry IV lays siege to Evreux as well. The Duke of Mayenne, lieutenant general of the kingdom of France for the League, decides to go meet the Royalist army. &#10;The clash occurs on the great prairie of Ivry where the king makes his famous speech about his white panache during the charge against Egmont&rsquo;s Spanish lancers.&#10;&#10;- Marc&rsquo;hallac&rsquo;h 1591&#10;After the entry into the League of the governor of Brittany, Philippe de Merc&oelig;ur, Henry IV replaces him with the Prince of Dombes. But he is unable to drive out Merc&oelig;ur and prompts a muddled situation with neither side holding a clear advantage. Things seemed to change with the arrival of 7000 Spaniards for the League and 2400 British for the Royalists. During 1591, the Royalist army and that of the League would have several occasions to come undone as on the Marc&rsquo;hallac&rsquo;h...&#10;&#10;- Craon 1592&#10;Early 1592, the majority of Brittany is in the hands of the League under the command of the Duke of Merc&oelig;ur with the help of a large contingent of Spanish troops. To stop his progress, Henry IV asks the Prince of Dombes to seize the town of Craon at the intersection of Brittany, Anjou and Maine. He is joined in late April by the Prince of Conti&rsquo;s troops. On 22 May, Merc&oelig;ur&rsquo;s vanguard arrives in view of Craon and drives out the British outposts...&#10;&#10;","['Pike and Shot', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",7.72,44,8
GD '42: Grossdeutschland,"GD &rsquo;42: The Battle in the Luchessa Valley, 29 November - 4 December, 1942, covers the desperate battle for survival of the GD Division as it faced down the entire Soviet 3rd Mech Corps (with over 200 tanks) over several days. 25 November, 1942: As part of Operation Mars, the Soviet 238th Rifle Division, supported by tanks of the 49th Tank Brigade, attacked into the Luchessa Valley, trying to create a breach for the waiting 3rd Mech Corps to exploit. For reasons still unknown, right before the attack the German 9th Army ordered three battalions the GD Division to move to the Luchessa Valley as OKH reserve, thus backing up the weak 216th Grenadier Regiment. Because of the presence of the GD, the Soviets were unable to force a breakthrough and decided to commit the 3rd Mech Corps into the meat grinder to force the issue...&#10;&#10;Designer Wig Graves conducted extensive research, combing both German and Soviet sources to create the order of battle. The Soviets begin with seemingly overwhelming force, while the Germans trade space for time and attempt to rush reinforcements to the front to plug inevitable gaps. While the Germans are primarily on the defense, careful counter-attacks against the relatively immobile Soviet formations can prove to be key to victory. And if the Soviets do not preserve their forces carefully, they will end with the historical result: stable German lines and an entire mechanized corps wrecked.&#10;&#10;GD &rsquo;42 uses the new Tactical Combat Series rules. The features of TCS 4.0 rules are:&#10;Vehicle impulses increase operational tempo for tanks&#10;Combined Area and Point Fire table&#10;Introduction of morale for vehicles&#10;Enhanced combined arms effects&#10;Artillery subsystem improved&#10;&#10;Game Scale:&#10;Game turns: 20 minute daylight turns/1 hour night turns&#10;Hex: 125 yards / 20 meter contours&#10;Units: Individual guns/tanks to Platoon size&#10;&#10;GD'42 Contains:&#10;3 22&rdquo;x34&rdquo; maps&#10;3 countersheets (840 &frac12;&rdquo; counters)&#10;1 TCS 4.0 Series Rulebook&#10;2 TCS 4.0 charts&#10;1 GD &rsquo;42 Rulebook&#10;2 Morale Charts&#10;2 Dice&#10;&#10;","['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",7.85,123,8
Monikers: Something Something,Monikers: Something Something is the second expansion for Monikers. It features 112 new names to add more variety to the base game! It can also be played as a standalone game.&#10;&#10;,['Party Game'],"['Acting', 'Card Drafting', 'Role Playing']",8.1,219,8
Specter Ops: Broken Covenant,"Specter Ops: Broken Covenant is a standalone game set in the Specter Ops universe that puts two to five players in the middle of a war that's fought in the shadows.&#10;&#10;Corporate secrets linger within the corridors of Raxxon's abandoned headquarters and, even though the base is empty, it is not forgotten. In this tense cat-and-mouse showdown, a lone A.R.K. agent stalks the shadows of the facility, attempting to complete secret objectives while hunters from Raxxon's Experimental Security Division try to pinpoint their location and destroy them. On one side, the agent must use all their skills and equipment to succeed. On the other, the hunters rely on teamwork and superhuman skills to locate their prey. No matter who you play, you must use strategy, deduction, and stealth to win.&#10;&#10;","['Deduction', 'Miniatures', 'Science Fiction', 'Spies/Secret Agents']","['Dice Rolling', 'Grid Movement', 'Hidden Movement', 'Point to Point Movement', 'Secret Unit Deployment', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']",7.68,358,8
Commands & Colors: Ancients,"From the designer (about his Commands and Colors system, C&amp;C: Ancients, and Memoir' 44):&#10;&#10;&quot;Commands &amp; Colors: Ancients depicts warfare from the Dawn of Military History (3000 BC) to the opening of the Middle Ages (400 AD). Quite an ambitious undertaking for one game, yet Commands &amp; Colors by design is a unique historical game system which allows players to effectively portray stylized battles from this time in history. The 15 battles, showcased in the scenario booklet, although stylized, focus on important terrain features and the historical deployment of forces in scale with the game system. The battles include Bagradas, Cannae, and Zama.&quot;&#10;&#10;&quot;The scale of the game fluctuates from battle to battle. For some scenarios, an infantry unit may represent a legion of fighters, while in other scenarios a unit may represent just a few brave warriors. But the tactics you need to execute conform remarkably well to the advantages and limitations inherent to the various units, their weapons, terrain and time.&quot;&#10;&#10;&quot;Unlike its older brother, Battle Cry by Avalon Hill Games, Inc., Commands &amp; Colors: Ancients is moderately more complex and contains additional historical details without the battlefield clutter. Most scenarios will still play to a conclusion in less than an hour.&quot;&#10;&#10;&quot;The command card system, drives movement, creates a true fog of war and presents both challenges and opportunities. There are four types of command cards: Leadership cards, Section cards, Troop cards and Tactic cards.&quot;&#10;&#10;&quot;The battle dice system resolves all combat efficiently and quickly. Each battle die has one Light, one Medium, one Heavy, one Leader, one Flag and one Swords symbol.&quot;&#10;&#10;&quot;The game mechanics, although simple, will still require strategic card play, historical tactics, timely dice rolling, and an aggressive yet flexible battle plan, to achieve victory.&quot;&#10;&#10;","['Ancient', 'Wargame']","['Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Simulation']",7.78,8161,8
Trajan: Ancient Wars Series,"&quot;Trajan: Ancient Wars Series&quot;, by award winning designer Joseph Miranda, is a two-player or multi-player wargame that combines, expands and updates four strategic-level Roman era titles published previously in Strategy &amp; Tactics. Joseph worked mightily to update/consolidate the rules, add individual and campaign scenarios, and add a half sheet of new counters (otherwise, the map and counters are from the original print runs).&#10;&#10;The four wargames are: Trajan, Roman Civil War, Caesar in Gallia and Germania. Redone rules and tables, along with a new tactical &quot;Battle Board&quot; option, are included.&#10;&#10;Additionally, this expansion presents 140 new counters, along with 11 new scenarios played on all four maps as one huge monster game. Among the new scenarios are: &quot;Year of the Four Emperors,&quot; &quot;Marcus Aurelius,&quot; and &quot;What If Caesar Hadn't Been Assassinated?&quot;&#10;&#10;Each turn represents one to several months; each map hexagon is 46 miles across, and the main units of maneuver are legions and barbarian warbands.&#10;&#10;Game components include four maps, over 1,000 die cut counters, a rules book and player aid cards.&#10;&#10;","['Ancient', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Simulation']",7.72,44,8
Ogre Miniatures,"Rules for use with OGRE and G.E.V. miniatures adapting the hex-and-counter mechanics for table-top (hexless) use with OGRE Miniatures.&#10;&#10;A gratis slimmed down version (Ogre Miniatures Lite) is available from the publisher's web site. Also, a free supplement (Ogre Miniatures Update) is available on W23 (SJGames's online store).&#10;&#10;The 1992 hard copy edition has been supplanted by a new 2018 hard copy &quot;Second Edition&quot; via Kickstarter in Fall 2018.&#10;&#10;Also available in a complete box game with miniatures; OGRE Battle Box (2018).&#10;&#10;","['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Measurement Movement', 'Scenario / Mission / Campaign Game', 'Simulation', 'Variable Player Powers', 'Variable Set-up']",7.71,137,8
Breakdancing Meeples,"Roll your Meeples: The wooden meeples are your dancers.&#10;Complete Routines: Each card needs a &#3;certain set of stances.&#10;Rack up Crowd Appeal: Don&rsquo;t stop &mdash; &#3;everyone rolls in real time!&#10;&#10;You know your dance crew is the hottest around, but now it's time to prove it. Compete against rival crews for the world championship trophy in four one-minute Dance Offs, racking up Crowd Appeal by completing Routine cards. Between each Dance Off, crews will learn a new Routine. The crew with the most Crowd Appeal at the end of four rounds takes home the trophy!&#10;&#10;Grab the free app to track scores, time rounds, and keep the beat.&#10;&#10;&mdash;description from the publisher&#10;&#10;","['Action / Dexterity', 'Music', 'Real-time']","['Re-rolling and Locking', 'Real-Time', 'Speed Matching']",7.7,40,8
4th Street Pro Football,"4th Street Software Pro Football is a dice, chart and card simulation of NFL football. The game combines detailed individualized players cards for every player position with specific offensive and defensive play calls to generate action.&#10;&#10;Here is a brief description of play from the manufacturer's web-site:&#10;&#10;First, let&rsquo;s set the scene. It&rsquo;s the first round of the playoffs, with Miami hosting New England. Miami&rsquo;s got the ball on the New England 37 yard line with 4:23 to go in the fourth quarter. They&rsquo;re down by a touchdown.&#10;&#10;The Miami coach selects a passing play, &ldquo;F1 Cross&rdquo; (F1 is the flanker, and he&rsquo;s running a crossing pattern over the middle of the field).&#10;&#10;The play card is essentially a 3&rdquo; x 5&rdquo; card filled with information about the ensuing play. The larger letters (s, T, G, C, Q, etc.) represent offensive players. The boxes and ovals represent defensive zones which may or may not be occupied by one or more defensive players. The lines represent the routes each of the offensive players takes after the snap. The red line represents the route taken by the intended receiver. Blue lines represent secondary receivers, while black lines represent the motion taken by blockers.&#10;&#10;The smaller letters are the player ratings, which are followed by a number or range of numbers, which correspond to a 20-sided (d20) die.&#10;&#10;So let&rsquo;s roll the dice and see what happens&hellip;&#10;&#10;20 sided die = 2 &#10;12 sided die = 6&#10;2 six sided die roll = 1+3 = 4&#10;&#10;The d20 roll (2) tells us what the matchup is. In this case, the left guard is matched up against the defender in the zone opposite him (in this case, the right defensive tackle).&#10;&#10;Here are the two players involved on the play:&#10;&#10;J. Buckley [G - Miami 97]&#10;Hen. Thomas [DT - New England 97]&#10;&#10;The offensive player&rsquo;s &ldquo;D&rdquo; rating (pass blocking) is now compared to the &ldquo;B&rdquo; rating (pass rush) of the defensive player&rsquo;s. These two ratings are subtracted (6 &ndash; 4 = 2) and compared to the d10 (in this case, a 6 was rolled). Since 6 is larger than 2, the defensive player wins the matchup.&#10;&#10;Now, the two d6 are added together (1 + 3 = 4). Since Thomas won the matchup, we look under his &ldquo;B&rdquo; column across from &ldquo;4&rdquo; and find the result code of &ldquo;47&rdquo;. This is a sack! (Result codes are listed on the field&hellip;there are approximately 90 of them.)&#10;&#10;That&rsquo;s it! All other plays are completed in a similar fashion.&#10;&#10;",['Sports'],['Simulation'],7.77,38,8
Lost Battles: Forty Battles & Campaigns of the Ancient World,"&quot;Lost Battles&quot; is forty games in one. The game covers battles and campaigns in the Mediterranean and Near East from the Persian defeat at Marathon in 490 BC to Caesar's victory at Pharsalus in 48 BC.  It has been exhaustively tested and refined over the past several years, and is based on Professor Philip Sabin's decades of research and simulation design on ancient warfare; and it includes an updated copy of his book, with extensive historical and design notes on every scenario.&#10;&#10;The game can be fought on three levels - the grand tactical, the grand strategic, or a combination of the two.  At the grand tactical level, 1 or 2 players may refight any of 35 different land battles such as Leuctra, Gaugamela, Raphia, Cannae, Cynoscephalae or the Sambre - far more than in any other single boxed game.  At the grand strategic level, 1 to 4 players may refight the epic duels of the two centuries from 350 to 150 BC, starting with the eclipse of Achaemenid Persia by Alexander of Macedon, and ending with Hannibal's campaigns and the conquest of Carthage and the Hellenistic states by the resurgent Roman republic.  The most ambitious games combine these two levels, and see 1 to 4 players using tactical battles to resolve strategic campaigns across part or all of this two century period, or else refighting a series of historical battles to decide conflicts such as the three-cornered contest for dominance between Athens, Sparta and Thebes from the start of the Peloponnesian War to the death of Epaminondas.&#10;&#10;The accent throughout is on combining historical accuracy with speed and accessibility.  The free-standing strategic game may be completed in just 30 minutes, while individual land battles may be re-fought in two hours or less.  There is constant player interaction, and a series of tortuous dilemmas - how should the scarce command points be allocated across the battlefront, which troop types should be put in the lead against particular opponents, should units attack all-out at the cost of becoming exhausted themselves, and should generals join the fighting to rally their disheartened men at the risk of being killed and so making things far worse?  The game includes all the many troop types from hoplites, legionaries, phalangites and archers to cataphracts, scythed chariots and war elephants, and it includes simple rules to reflect the huge differences in generalship and troop quality and to allow outclassed armies to win a handicapped 'game victory' even if they are defeated on the field, as long as they do better than they did historically.  All aspects of the game are avowedly solitaire-friendly, and can be run by a single player swapping sides just as easily as by one or more players per side.&#10;&#10;Tactical battles are fought on a 5 x 4 grid of full-colour 5 inch square hard mounted terrain tiles, which dovetail to form any desired battlefield.  The individually die-cut counters have rounded corners and are also in full-colour; they depict the various different troop types. The strategic game is fought on a hard mounted map showing the area from Spain to India.&#10;&#10;","['Ancient', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Simulation']",7.94,195,8
The Crew: Mission Deep Sea,"In the trick-taking card game The Crew: Mission Deep Sea, you and the other players work together to search for the lost continent of Mu. This new adventure takes your crew deep down into the abyss on a search for the fabled sunken land. How far you get depends entirely on how well you work together as a team. Card by card, trick by trick, your search party will discover the challenges that lie ahead and forge a path to Mu.&#10;&#10;This new version of The Crew has the same innovative co-operative trick-taking mechanism as the highly lauded original game &mdash; but with some exciting new surprises! While communication between your crew members is severely limited by your submerged state, it is also critical to your success; finding the hidden land in the murky depths depends not only on winning tricks, but also on carefully negotiating the order in which they are won. If things don't go as planned, you might just be able to salvage the operation, but it will take near flawless execution and perhaps a little luck to finally reach Mu.&#10;&#10;&mdash;description from the publisher&#10;&#10;",['Card Game'],"['Communication Limits', 'Cooperative Game', 'Scenario / Mission / Campaign Game', 'Trick-taking']",8.46,2835,8
Funkoverse Strategy Game: Game of Thrones 100,"In the Funkoverse Strategy Game, you combine your favorite characters and go head-to-head in four exciting game scenarios. Use your characters' unique abilities to gain points and achieve victory!&#10;&#10;Each turn, you select one of your characters and perform two actions. Each character has access to basic actions like moving and challenges as well as several unique abilities that may be performed only by spending ability tokens. Funkoverse uses an innovative &quot;cooldown&quot; system &mdash; the more powerful the ability, the longer it will take for the ability token to become available again &mdash; so players have to spend their ability tokens wisely. Each character in Funkoverse is unique, so players are encouraged to try out different combinations of characters and items in order to discover their favorite synergies and powerful strategies for all four game scenarios.&#10;&#10;Funkoverse Strategy Game: Game of Thrones 100 is a standalone game that includes the characters Daenerys Targaryen, Night King, Jon Snow, and Arya Stark. Game of Thrones 100 also introduces two brand new 4-player Free-For-All Scenarios along with the first ever companion character, Ghost! This set may be combined with others, giving you the ability to assemble the team you want!&#10;&#10;&mdash;description from the publisher&#10;&#10;","['Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Variable Player Powers']",7.57,88,8
Stalingrad: Inferno on the Volga,"Stalingrad: Inferno on the Volga recreates one of the most epic battles of World War 2 with a game mechanism that makes this work in FOUR different game modes, including a true solitaire (versus AI) version.&#10;&#10;The well-known campaign became a clash of wills between Adolf Hitler and Joseph Stalin, involving hundreds of thousands of troops in a death struggle which eventually led to the German defeat in the entire war.&#10;&#10;Inferno's  map is generated from highly detailed air recon photographs and depicts both the city and outskirts in extreme detail, as it was in August 23, 1942, when the battle began.  The map scope includes the main city and the its suburbs from Lateschanka to Kuspornoe, along 30 km of the volga river, and extends to the west as far as Gumrak Airfield, Orlovka, and Alexandrovka. Map scale is 1:33000, with hexes that represent 1,1 kilometer along each side.&#10;&#10;The wooden-block units in the game represent regiments for the Germans (with some assault battalions) and brigades/divisions for the Soviets.&#10;&#10;The game has one campaign, covering August 23 to November 20 and taking from 1 to 2 hours  to play. There are several shorter scenarios in development, such as the September attack to the southern part of the city and the October attack to the industrial sector.&#10;&#10;The unit wooden blocks provide fog-of-war and easy recording of strength, while a card-driven system that allows for key historical events and dramatic surprises in battle...&#10;&#10;The game offers FOUR different modes of play:&#10;&#10;Solitaire (German player versus Soviet AI)&#10;Cooperative (two German players vs Soviet AI)&#10;Competitive:2 (German player vs Soviet Player)&#10;Competitive:3 (two German players vs Soviet Player)&#10;&#10;Complexity level is medium/high.&#10;&#10;The game is played out over a detailed 84x60 cm (33&quot;x24&quot;), laminated multicolor mapboard. The game features&nbsp;more than 200 wooden/plastic components and near 50 event cards.&#10;&#10;&mdash;description from the publisher&#10;&#10;","['Wargame', 'World War II']","['Action Queue', 'Area Majority / Influence', 'Area-Impulse', 'Cooperative Game', 'Dice Rolling', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation', 'Solo / Solitaire Game']",7.56,223,8
Constantinople,"A Series: States of Siege style solitaire wargame covering the millennium-long history of the Byzantine empire, from the foundation of Constantinople in AD330 until its fall in AD1453. The player uses military might as well as diplomacy and outright bribery to keep the many opposing forces at bay for as long as possible. Can you outlive the historic Byzantine empire, or will your efforts be relegated to an obscure footnote in the history books?&#10;&#10;","['Ancient', 'Medieval', 'Print & Play', 'Wargame']","['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement', 'Solo / Solitaire Game']",7.54,39,8
This War of Mine: The Board Game,"This War Of Mine: The Board Game is the tabletop adaptation of the award-winning video game that pictures the drama of civilians trapped in a war-torn city.&#10;&#10;You will enter this experience as a group of civilians trapped in a besieged and conflict-ridden city, enduring many hardships that often test the essence of humanity.&#10;&#10;During day time you will take shelter in a ruined tenement house, which you will care about and manage by: removing rubble, searching through various rooms (often behind barricaded doors), you will build beds, improvised workshops, stoves, tools, water filters, small animal traps, you will cultivate an improvised vegetable garden, fix the tenements&rsquo; shelled facilities, reinforce the security of your shelter and should winter come, you&rsquo;ll try to keep it warm.&#10;&#10;Upon nightfall your main duties will consist of guarding your shelter and what little possessions you can accumulate against bandits and raiders. Those in your group fit for such a task will use the cover of the night to carefully explore dozens of the ever-changing locations scattered throughout the dangerous city in search of all the things that a person needs to survive (materials, food, meds, equipment, etc.). On your way you will meet tens of characters, each with a unique story (residents of the locations you visit, thieves, bandits, soldiers, war victims, refugees, neighbors, traders and members of local communities), each encounter is a potential, unique adventure. To guide you through all these events you will have the special SCRIPTS mechanism, responsible for implementing the deep and complex story and a coherent plot (each game will be unique and different than the previous).&#10;&#10;Your goal is to SURVIVE until the cessation of war hostilities. During your struggle as the survivors, you will experience dramas connected with making extremely difficult decisions and choices (you will have to face the consequences of your actions sooner or later in the playthrough). Survival itself will often prove not to be enough. The price each of you will decide to pay, might be too high in the final outcome. So the goal is really to survive in a way that will let you live on with the decisions you made. The EPILOGUES mechanism will kick in here.&#10;&#10;TWOM: The Board Game features a multiplayer experience for up to 6 players, as well as a solo variant. You will be able to personify one of the well-known characters from the electronic version of the game and face hundreds of new challenges and difficult choices.&#10;&#10;The boardgame significantly broadens the original game&rsquo;s universe and emphasises the depth of plot, yet its main focus will be on human interactions driven by survival instinct and group decision-making.&#10;&#10;The project aims to omit the usual boardgame threshold - TWOM: The Board Game is an INSTANT PLAY game, with no need for reading the manual before starting the adventure.&#10;&#10;Experience the simulation of a struggle for survival as a group of civilians facing a blind and merciless war.&#10;&#10;In war, not everyone is a soldier.&#10;&#10;","['Adventure', 'Exploration', 'Mature / Adult', 'Modern Warfare', 'Video Game Theme']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Events', 'Grid Movement', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Simulation', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers', 'Worker Placement']",7.81,9852,8
Thunderbirds,"The co-operative game Thunderbirds, released in 2015 to celebrate the 50th anniversary of the cult hit TV show, features the iconic Thunderbirds machines and a high-octane world full of disasters and victims for players to rescue.&#10;&#10;Set in the year 2065, Thunderbirds follows the exploits of International Rescue, a secret organization committed to saving human life, secretly founded and funded by the millionaire Tracy family, with the motto: &lsquo;Never give in, at any cost!&rsquo; International Rescue has a host of technologically advanced land-, sea-, air-, and space-rescue vehicles and equipment ready to launch at a moment&rsquo;s notice.&#10;&#10;Racing to the rescue from a secret island base beneath the luxurious home of the Tracy family somewhere in the South Pacific Ocean, International Rescue defies government spies and criminals who want the secrets of their incredible machines for their own. To combat this threat, Lady Penelope, the Thunderbirds&rsquo; aristocratic English secret agent, and her chauffeur Parker lead a network of agents to uncover those behind the disasters caused by deliberate sabotage.&#10;&#10;A criminal mastermind known as &ldquo;The Hood&rdquo;, operating from a temple deep in the Malaysian jungle and in possession of strange powers, often engineers events to allow him to spy on the Thunderbird machines with the goal of selling their secrets to the highest bidder.&#10;&#10;The iconic Thunderbirds are designed by the Tracy family&rsquo;s close friend &ldquo;Brains&rdquo; and are assigned to each of the five Tracy brothers:&#10;- Thunderbird 1, piloted by Scott Tracy &ndash; a hypersonic rocket plane used for fast response and rescue-zone reconnaissance, and as a mobile control base.&#10;- Thunderbird 2, piloted by Virgil Tracy &ndash; a supersonic VTOL carrier which transports their major rescue equipment in detachable pods.&#10;- Thunderbird 3, piloted by Alan Tracy &ndash; a single-stage, vertically launched spacecraft&#10;- Thunderbird 4, piloted by Gordon Tracy &ndash; a utility submersible for underwater rescue, launched from Thunderbird 2&#10;- Thunderbird 5, manned by John Tracy &ndash; a space station in geo-stationary orbit that monitors calls for help from across Earth.&#10;&#10;Finally, Lady Penelope has the iconic FAB 1, driven by Parker &ndash; a pink, amphibious car.&#10;&#10;Thunderbirds is a cult 1960s British science-fiction television series, created by Gerry and Sylvia Anderson. It was produced using a combination of marionette puppetry and scale-model special effects, which was dubbed &ldquo;Supermarionation&rdquo;. Two series, totaling thirty-two 50-minute episodes, were produced, along with two films using the same techniques.&#10;&#10;Players will work together using Thunderbirds characters and vehicles to complete rescue missions and save the day.&#10;&#10;","['Movies / TV / Radio theme', 'Science Fiction']","['Action Points', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Set Collection', 'Solo / Solitaire Game', 'Variable Player Powers']",7.55,1788,8
Secrets of the Lost Station,"Description from the publisher:&#10;&#10;Secrets of the Lost Station is a cooperative game of sci-fi, action-adventure, and exploration, that is a highly detailed and unique sequel to Secrets of the Lost Tomb, set thousands of years into the future!&#10;&#10;With a new highly detailed story and thematic universe, extending the lore of the Secrets of the Lost Epic Saga, Secrets of the Lost Station will stand on its own, as a new Core Game, while also allowing players to expand upon the original Tomb-Crawling core game.&#10;&#10;Players assume the roles of the last surviving members of an over 4000-year-old secret society known as the Eternal Order of Perseus; with their perpetual mission: to face intergalactic dangers, seek out and collect alien artifacts of immense power, to protect humanoids from the otherworldly powers in the fight against their mortal enemy a primordial race known only as the Great Old Ones. An ancient race that exists only to feed upon the life force of planets. World-killers that must be stopped once and for all&hellip;&#10;&#10;The Details:&#10;Each of the game&rsquo;s &quot;Story Telling&quot;, Exploration-Driven Scenarios has its own unique theme, flavor, and powerful boss monster bringing you into the rich and detailed world of The Station.&#10;&#10;Prepare to face Ra, God of the Sun, but not as you know him from legend, but an alien race imposing his will upon the great technology of The Ark Station. Drive back the forces of the Elder Forces of Cthulha, Empress of R'lyeh and stop her from destroying the station, creating imbalance and chaos to the galaxy!&#10;&#10;Each scenario offers new challenges and rewards. There are many stories that await the players&rsquo; fateful choices leading them to thrilling adventures and cliffhangers!&#10;&#10;Working with allies against the challenging objectives and scenario triggered events is vital to saving the universe from these untold adventures and misadventures that you will explore.&#10;&#10;During the Adventurer&rsquo;s Phase, players take actions to progress through the Scenario, face Combat with monsters, while overcoming the hair-raising Trap Rooms and sensational Story Cards.&#10;&#10;As you explore new MODs, or rooms of the station, your world will fill with untold delights, with each step into a sacred sanctuary of ancient technology of a civilization of old. From the super-computer filled rooms, to the hyperdrive power cores, through the stasis chambers, and the intergalactic astrogenesis maproom, the station is yours for exploration and its secrets are yours for the knowing&hellip;&#10;&#10;Dangers are everywhere as you encounter these breathtaking wonders&hellip; but so are the rewards. Lethal Weapons, Enchanted Artifacts, and new undiscovered tech will help you survive each frantic step.&#10;&#10;You may face a gruesome monstrosity that will push you to the brink of death, however upon defeating that monster, you will feel reinvigorated to reach out for that Artifact of Immense power and press on facing all that The Station can throw at you.&#10;&#10;Station Cards send orders to lurking monsters to move and attack, spawn a new, apply status effects, and progress the Station Track &hellip; foretold by the ancient AI on the station&hellip; The station has a mind of its own... if the Station is in too much danger, it may decide to self-destruct rather than fall into the wrong hands.&#10;&#10;The Components&#10;&#10;With the main Cooperative Story Mode, many unique Adventurers to choose from, tons of unique and detailed room tiles, tons of tokens, and hundreds of cards, Secrets of the Lost Station offers an Ever-Evolving, EPIC, Space Station-Crawling adventure every time you play.&#10;&#10;","['Adventure', 'Dice', 'Fantasy', 'Horror', 'Miniatures', 'Science Fiction']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Movement Points', 'Narrative Choice / Paragraph', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game']",7.52,98,8
